,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
333,Taylor,1,US,1547955300.0,52,30.57,-97.41,44.96000000000008,4.1
334,Gorlice,36,PL,1547956265.0,65,49.66,21.16,10.486400000000003,1.21
335,Rio Grande,76,BR,1547956141.0,95,-32.03,-52.1,69.93140000000007,8.01
336,Vagur,92,FO,1547956266.0,100,61.47,-6.81,44.416400000000046,9.71
337,Kantang,20,TH,1547953200.0,62,7.42,99.52,86.0,6.2
338,Penzance,80,GB,1547952600.0,87,50.12,-5.53,44.6,4.6
339,Ostrovnoy,0,RU,1547956267.0,77,68.05,39.51,-12.643599999999935,1.26
340,Pringsewu,12,ID,1547956267.0,82,-5.36,104.98,83.02820000000008,1.06
341,Jackson,90,US,1547955300.0,88,35.61,-88.82,32.0,10.8
342,Antanifotsy,44,MG,1547956268.0,94,-19.66,47.32,59.896400000000085,1.36
343,Palmer,20,US,1547953560.0,78,61.6,-149.11,8.960000000000083,1.21
344,Tyler,1,US,1547955300.0,68,32.35,-95.3,33.08000000000004,8.21
345,Beringovskiy,80,RU,1547956268.0,100,63.05,179.32,2.836400000000001,3.11
346,Seymchan,20,RU,1547955987.0,74,62.93,152.39,-37.888599999999954,1.16
347,Richards Bay,92,ZA,1547956269.0,99,-28.77,32.06,65.92820000000009,5.76
348,Kaspiyskiy,64,RU,1547956269.0,86,45.39,47.37,32.356400000000065,4.81
349,Acapulco,90,MX,1547952480.0,78,16.86,-99.88,78.80000000000001,1.5
350,La Primavera,0,AR,1547953200.0,60,-32.92,-68.67,75.2,1.0
351,Taoudenni,0,ML,1547956270.0,41,22.68,-3.98,36.586400000000005,1.61
352,Ananas,56,HT,1547956270.0,95,19.25,-71.96,68.04140000000004,1.16
353,Tabou,68,CI,1547956270.0,100,4.42,-7.36,79.06640000000004,2.46
354,Chipiona,12,PE,1547956270.0,91,-14.54,-75.2,56.74640000000009,0.56
355,Evora,90,PT,1547953200.0,93,38.57,-7.9,53.6,7.7
356,Champerico,20,MX,1547952120.0,65,16.38,-93.6,77.0,6.2
357,Istiaia,75,GR,1547954400.0,93,38.96,23.15,42.8,2.1
358,Nantucket,90,US,1547955360.0,88,41.28,-70.1,35.96000000000008,6.2
359,Kiruna,0,SE,1547954400.0,92,67.86,20.23,14.0,0.5
360,Mangan,0,IN,1547956272.0,37,27.5,88.54,17.956400000000066,0.46
361,Byron Bay,56,AU,1547955000.0,58,-28.65,153.62,91.4,5.1
362,Baikunthpur,0,IN,1547956272.0,74,23.26,82.56,52.606400000000065,0.76
363,Cooma,8,AU,1547953200.0,25,-36.24,149.13,86.0,3.6
364,Tilichiki,92,RU,1547956273.0,84,60.47,166.1,25.966400000000043,4.11
365,Trat,20,TH,1547953200.0,74,12.25,102.51,86.0,1.0
366,Pakaur,0,IN,1547956273.0,82,24.64,87.92,62.64140000000005,1.86
367,Baykalsk,12,RU,1547956273.0,69,51.52,104.15,12.286400000000004,2.41
368,Ciudad Bolivar,0,VE,1547956273.0,53,8.12,-63.55,81.40640000000008,6.86
369,Sombrio,92,BR,1547956274.0,100,-29.11,-49.63,70.83140000000006,3.66
370,Haines Junction,36,CA,1547956274.0,64,60.75,-137.51,-10.888599999999947,0.96
371,Wonthaggi,0,AU,1547956274.0,72,-38.6,145.59,73.66640000000004,1.66
372,Bloemfontein,0,ZA,1547953200.0,71,-29.12,26.22,55.400000000000006,2.1
373,Breznita-Motru,90,RO,1547953200.0,86,44.57,23.22,30.2,5.7
374,Tual,88,ID,1547956006.0,100,-5.67,132.75,77.9864,6.06
375,Urengoy,24,RU,1547956275.0,69,65.96,78.37,-5.308599999999956,4.41
376,Manthani,0,IN,1547956275.0,70,18.65,79.67,68.53640000000001,1.36
377,Pangai,75,TO,1547953200.0,88,-19.8,-174.35,82.4,5.1
378,La Ronge,5,CA,1547953200.0,74,55.1,-105.3,-27.39999999999995,3.6
379,Mastic Beach,90,US,1547955480.0,88,40.77,-72.85,35.6,4.6
380,Nelson Bay,90,AU,1547953320.0,73,-32.72,152.14,77.0,4.6
381,Nouadhibou,0,MR,1547956276.0,81,20.93,-17.03,58.8614,6.36
382,Amahai,76,ID,1547956276.0,99,-3.31,129.0,84.46640000000005,4.01
383,Hope,90,CA,1547956140.0,87,49.38,-121.43,42.8,3.1
384,Bilma,0,NE,1547956276.0,48,18.69,12.92,48.7364,2.71
385,Paamiut,80,GL,1547956277.0,100,61.99,-49.67,27.586400000000005,8.61
386,Inuvik,90,CA,1547953200.0,76,68.36,-133.71,-3.9999999999999503,1.36
387,Vinh,92,VN,1547956277.0,100,18.67,105.69,67.45640000000006,2.31
388,Alyangula,75,AU,1547955000.0,94,-13.85,136.42,80.6,2.6
389,Balaipungut,68,ID,1547956278.0,71,1.11,101.31,84.0614,1.51
390,Mnogovershinnyy,0,RU,1547956278.0,75,53.94,139.92,-3.5535999999999675,1.21
391,Quang Ngai,36,VN,1547956278.0,86,15.12,108.8,73.75640000000007,1.16
392,Vanavara,36,RU,1547956278.0,73,60.35,102.28,13.636400000000002,3.46
393,Itarema,32,BR,1547956278.0,96,-2.92,-39.92,76.1864,2.21
394,Meulaboh,64,ID,1547956279.0,100,4.14,96.13,78.61640000000006,2.31
395,Rome,75,IT,1547954400.0,75,41.89,12.48,44.6,2.1
396,Salcedo,20,DO,1547953200.0,88,19.38,-70.42,73.4,4.1
397,San Patricio,44,PY,1547956280.0,79,-26.98,-56.83,72.04640000000009,2.66
398,Mendoza,0,AR,1547953200.0,60,-32.89,-68.84,75.2,1.0
399,Samarai,92,PG,1547956280.0,100,-10.62,150.67,78.70640000000006,6.36
400,Badiraguato,5,MX,1547952000.0,77,25.36,-107.55,69.80000000000001,0.91
401,Gat,0,SN,1547955000.0,25,14.69,-16.54,66.2,8.2
402,Hofn,0,IS,1547956280.0,100,64.25,-15.21,37.128200000000085,7.01
403,Esperance,20,TT,1547953200.0,88,10.24,-61.45,75.2,1.5
404,Tezu,0,IN,1547956039.0,40,27.93,96.16,55.981400000000065,0.71
405,Russell,0,AR,1547953200.0,60,-33.01,-68.8,75.2,1.0
406,Klyuchi,88,RU,1547956281.0,89,52.25,79.17,24.031400000000065,5.11
407,Coos Bay,90,US,1547952960.0,96,43.37,-124.22,48.92000000000006,2.6
408,Kjopsvik,32,NO,1547954400.0,84,68.1,16.37,8.599999999999998,3.6
409,Honningsvag,44,NO,1547956282.0,100,70.98,25.97,21.556400000000064,5.21
410,Abapo,92,BO,1547956282.0,86,-18.83,-63.47,66.64640000000009,1.21
411,Coquimbo,20,CL,1547953200.0,87,-29.95,-71.34,59.0,3.1
412,Changying,0,CN,1547956283.0,59,52.87,123.32,-3.1935999999999396,1.51
413,Gallup,1,US,1547952780.0,81,35.53,-108.74,33.98000000000004,1.5
414,Kindu,64,CD,1547956283.0,99,-2.95,25.92,70.74140000000006,1.26
415,Magadan,88,RU,1547956283.0,100,59.56,150.8,16.696400000000082,9.71
416,Port Augusta,88,AU,1547953200.0,30,-32.49,137.76,84.2,4.6
417,Iqaluit,5,CA,1547953200.0,74,63.75,-68.52,-23.799999999999947,2.1
418,Santa Rosa,0,AR,1547956118.0,48,-36.62,-64.29,70.3364,7.26
419,Sokolo,0,ML,1547956285.0,31,14.74,-6.12,55.30640000000007,5.31
420,Nassau,0,DE,1547954400.0,85,51.17,13.51,23.0,2.1
421,Kamaishi,75,JP,1547953200.0,69,39.28,141.86,39.2,3.6
422,Altagracia de Orituco,0,VE,1547956286.0,64,9.86,-66.38,74.6114,5.76
423,Puerto Baquerizo Moreno,92,EC,1547956286.0,100,-0.9,-89.6,78.2114,4.21
424,Yuza,75,JP,1547955540.0,100,39.05,139.95,37.4,1.5
425,Manga,0,BF,1547956287.0,25,11.67,-1.07,69.70640000000006,4.56
426,Belmonte,68,PT,1547956287.0,96,40.36,-7.35,39.46640000000004,1.16
427,Pionerskiy,8,RU,1547956287.0,89,61.2,62.86,19.441400000000044,2.41
428,Ust-Maya,32,RU,1547956287.0,75,60.42,134.54,-37.75359999999996,1.51
429,Morant Bay,20,JM,1547953200.0,57,17.88,-76.41,78.80000000000001,3.1
430,Khasan,0,RU,1547956288.0,95,42.43,130.64,19.261400000000002,7.71
431,Walvis Bay,90,NA,1547953200.0,77,-22.95,14.51,62.6,6.2
432,Port Macquarie,90,AU,1547953200.0,65,-31.43,152.91,82.4,4.1
433,Praia da Vitoria,40,PT,1547953200.0,93,38.73,-27.07,53.6,3.31
434,Barpathar,0,IN,1547956288.0,74,26.3,93.87,62.01140000000001,0.91
435,Donji Vakuf,88,BA,1547956082.0,94,44.14,17.4,27.406400000000065,0.86
436,Ambovombe,20,MG,1547956289.0,98,-25.18,46.09,75.10640000000006,1.16
437,Teguise,0,ES,1547955000.0,72,29.06,-13.56,62.6,1.5
438,Dicabisagan,80,PH,1547956289.0,100,17.08,122.42,73.66640000000004,4.81
439,Horta,80,ES,1547953200.0,100,41.43,2.16,44.6,3.86
440,Enshi,92,CN,1547956161.0,100,30.29,109.48,37.711400000000005,1.61
441,Mozarlandia,88,BR,1547956290.0,72,-14.74,-50.57,77.89640000000009,2.06
442,Cornwall,90,CA,1547954100.0,76,45.02,-74.73,-5.0799999999999415,5.1
443,Lazaro Cardenas,5,MX,1547952360.0,35,28.39,-105.62,39.2,1.06
444,Karwar,0,IN,1547956290.0,67,14.8,74.13,69.16640000000004,1.06
445,Kozhva,44,RU,1547956290.0,85,65.11,57.05,-5.893599999999935,1.26
446,Oyama,20,JP,1547953200.0,37,36.31,139.8,50.0,3.1
447,Presidencia Roque Saenz Pena,44,AR,1547956291.0,91,-26.79,-60.44,64.66640000000004,2.81
448,Grootfontein,32,NA,1547956291.0,96,-19.56,18.1,62.2364,0.51
449,Karratha,0,AU,1547956291.0,27,-20.74,116.85,102.10640000000006,3.01
450,Wangqing,0,CN,1547956292.0,44,43.31,129.76,10.891400000000043,4.26
451,Konevo,92,BG,1547956292.0,100,41.67,25.61,40.27820000000008,1.16
452,Andra,76,RU,1547956292.0,91,62.52,65.89,19.081400000000066,1.36
453,Black Forest,0,AU,1547955000.0,41,-34.96,138.58,78.80000000000001,6.2
454,Bandiagara,0,ML,1547953200.0,29,14.35,-3.61,60.8,5.1
455,Frederico Westphalen,44,BR,1547956293.0,88,-27.36,-53.4,69.84140000000005,5.56
456,Palauig,32,PH,1547956293.0,71,15.44,119.9,83.34140000000005,2.36
457,Hay River,90,CA,1547953200.0,70,60.82,-115.79,1.3999999999999986,4.6
458,Provideniya,88,RU,1547956293.0,100,64.42,-173.23,14.178200000000082,1.71
459,Aitape,80,PG,1547956293.0,98,-3.15,142.36,81.04640000000009,0.41
460,Namatanai,92,PG,1547956294.0,100,-3.66,152.44,80.64140000000005,7.41
461,Yatou,75,CM,1547953200.0,94,3.63,9.81,77.0,1.0
462,Ahipara,92,NZ,1547956294.0,87,-35.17,173.16,71.50640000000007,4.91
463,Ivanovskoye,68,RU,1547956294.0,93,51.61,34.94,19.711400000000005,3.76
464,Minab,0,IR,1547955000.0,61,27.15,57.07,48.2,2.1
465,Martyush,92,RU,1547956295.0,79,56.4,61.89,15.528200000000083,2.96
466,Tiarei,40,PF,1547955000.0,66,-17.53,-149.33,84.2,5.1
467,Port Blair,48,IN,1547956295.0,100,11.67,92.75,82.26140000000001,7.16
468,Qaqortoq,68,GL,1547952600.0,66,60.72,-46.03,14.0,3.1
469,Bom Jesus,24,BR,1547956295.0,81,-9.08,-44.36,76.41140000000001,3.21
470,Broome,0,GB,1547954400.0,100,52.47,1.45,28.4,0.5
471,Kamennomostskiy,64,RU,1547956296.0,87,44.29,40.18,27.136400000000002,0.71
472,Sarangani,8,PH,1547956296.0,95,5.4,125.46,81.9464000000001,9.16
473,Liberty,90,US,1547955300.0,100,39.64,-84.93,26.960000000000083,12.11
474,Zhaotong,80,CN,1547956297.0,79,27.34,103.71,31.816400000000044,1.41
475,Bestobe,32,KZ,1547956300.0,75,52.5,73.1,17.056400000000064,3.86
476,Zhigansk,76,RU,1547956300.0,37,66.77,123.37,-24.88359999999996,5.01
477,Lac du Bonnet,0,CA,1547956300.0,52,50.25,-96.06,-30.958599999999954,1.81
478,Lancaster,90,US,1547955480.0,95,40.04,-76.31,35.96000000000008,2.1
479,Kundiawa,92,PG,1547956301.0,95,-6.02,144.97,62.686400000000006,0.76
480,Puerto Rico,32,PY,1547956085.0,87,-26.82,-55.03,70.83140000000006,1.31
481,Tura,0,IN,1547956301.0,90,25.52,90.21,61.69640000000008,1.56
482,Bereda,88,ES,1547953200.0,76,43.27,-7.54,50.0,4.6
483,Sibirskiy,0,RU,1547955000.0,73,53.58,83.77,21.2,5.0
484,Senador Pompeu,24,BR,1547956302.0,95,-5.58,-39.37,69.79640000000009,1.66
485,Simao,36,CN,1547956302.0,93,22.76,100.79,54.94640000000008,1.31
486,Saint-Francois,80,FR,1547953200.0,81,46.42,3.91,32.0,1.5
487,Martapura,40,ID,1547953200.0,79,-3.41,114.85,86.0,2.6
488,Tromso,20,NO,1547954400.0,85,69.65,18.96,21.2,7.2
489,Smithers,90,CA,1547953200.0,78,54.78,-127.17,37.4,5.7
490,Sompeta,0,IN,1547956303.0,66,18.93,84.6,68.53640000000001,2.46
491,Roebourne,0,AU,1547956303.0,27,-20.77,117.15,102.10640000000006,3.01
492,Renfrew,90,GB,1547954400.0,93,55.88,-4.39,35.6,1.0
493,Coahuayana,76,MX,1547956303.0,66,18.62,-100.35,64.75640000000007,0.81
494,Egvekinot,8,RU,1547956303.0,72,66.32,-179.17,-25.018599999999935,1.46
495,Barahona,0,DO,1547956304.0,100,18.21,-71.1,77.94140000000004,7.06
496,Burnie,0,AU,1547956304.0,84,-41.05,145.91,69.16640000000004,6.41
497,Kysyl-Syr,76,RU,1547956304.0,39,63.9,122.77,-25.873599999999975,4.76
498,Novobelokatay,88,RU,1547956304.0,90,55.7,58.96,19.666400000000046,2.11
499,Lumphat,0,KH,1547956304.0,60,13.5,106.97,82.21640000000005,1.61
500,Ler,75,NO,1547952600.0,86,63.2,10.3,28.4,5.7
501,Charters Towers,48,AU,1547956305.0,72,-20.07,146.27,84.0614,5.41
502,Tara,20,JP,1547953200.0,62,33.0,130.15,57.2,6.7
503,Japura,20,ID,1547956305.0,65,-0.42,102.29,84.10640000000006,1.31
504,Sao Miguel do Araguaia,36,BR,1547956305.0,93,-13.28,-50.16,75.9614,1.56
505,Boralday,75,KZ,1547955000.0,85,43.36,76.86,24.8,1.0
506,Obo,0,CF,1547956306.0,65,5.39,26.49,61.831400000000066,2.66
507,Lavrentiya,80,RU,1547956306.0,100,65.58,-170.99,1.7564000000000632,3.81
508,Pochutla,64,MX,1547956306.0,100,15.74,-96.47,79.06640000000004,0.16
509,Coari,56,BR,1547956306.0,98,-4.09,-63.14,75.28640000000001,2.71
510,Damaturu,0,NG,1547956044.0,64,11.75,11.96,55.441400000000044,1.51
511,Santa Cruz de la Palma,32,ES,1547955000.0,67,28.68,-17.76,62.6,4.6
512,Labuhan,48,ID,1547956310.0,85,-2.54,115.51,82.39640000000009,1.41
513,Encruzilhada do Sul,44,BR,1547956310.0,91,-30.54,-52.52,64.5782000000001,6.16
514,College,90,US,1547954880.0,70,64.86,-147.8,-2.0199999999999605,1.36
515,Cabo San Lucas,5,MX,1547952360.0,64,22.89,-109.91,68.0,1.61
516,Kaeo,100,NZ,1547956311.0,65,-35.1,173.78,78.48140000000006,5.41
517,Talara,0,PE,1547956311.0,83,-4.58,-81.27,72.18140000000007,2.46
518,Huarmey,20,PE,1547956311.0,87,-10.07,-78.15,65.34140000000005,1.31
519,Manono,92,CD,1547956311.0,99,-7.3,27.4,68.4464000000001,0.76
520,Hargeysa,0,SO,1547956312.0,74,9.56,44.06,39.691400000000044,2.01
521,Lambare,20,PY,1547953200.0,88,-25.35,-57.61,68.0,2.6
522,Canutama,8,BR,1547956312.0,96,-6.53,-64.38,76.45640000000006,1.01
523,Alta Floresta,32,BR,1547956310.0,86,-9.87,-56.08,77.13140000000007,1.51
524,Namibe,88,AO,1547956018.0,100,-15.19,12.15,74.79140000000004,1.21
525,Gari,56,RU,1547956312.0,89,59.43,62.35,22.728200000000083,2.21
526,Christchurch,0,NZ,1547955000.0,22,-43.53,172.64,78.80000000000001,6.2
527,Moose Factory,1,CA,1547953680.0,73,51.26,-80.61,-29.199999999999953,1.0
528,Cururupu,88,BR,1547956313.0,92,-1.82,-44.87,77.89640000000009,2.41
529,Springbok,0,ZA,1547956313.0,46,-29.67,17.88,49.186400000000006,2.26
530,Santa Cruz del Sur,0,CU,1547956314.0,90,20.71,-78.0,71.95640000000006,1.51
531,Hasaki,75,JP,1547955000.0,100,35.73,140.83,50.0,2.6
532,Mayo,90,CA,1547953200.0,77,63.59,-135.9,-0.39999999999994884,1.16
533,Havoysund,76,NO,1547954400.0,67,71.0,24.66,23.0,7.7
534,Vaitape,48,PF,1547956282.0,100,-16.52,-151.75,81.67820000000009,3.86
535,Salta,75,AR,1547954400.0,93,-24.79,-65.41,64.4,2.6
536,Tupik,64,RU,1547956314.0,65,54.43,119.94,-10.393599999999935,0.76
537,Petropavlovsk-Kamchatskiy,75,RU,1547955000.0,64,53.05,158.65,37.4,2.0
538,Mindelo,40,PT,1547953200.0,81,41.31,-8.72,51.8,6.2
539,Khromtau,64,KZ,1547956315.0,79,50.26,58.44,5.716400000000043,1.41
540,Narrabri,76,AU,1547953200.0,17,-30.33,149.78,104.0,3.6
541,Methoni,48,GR,1547954400.0,87,36.82,21.7,48.2,2.6
